ID,State_Name,County_Name,AQI_Year,Days_with_AQI,Good,Moderate,UnhealthySensitive,Unhealthy,VeryUnhealthy,Hazardous,Max_AQI,Median_AQI,good_moderate_sum,unhealthy_hazardous_sum
10000,Alabama,Baldwin,2018,205,181,24,0,0,0,0,97,38,205,0
10001,Alabama,Clay,2018,86,79,7,0,0,0,0,64,29,86,0
10002,Alabama,Colbert,2018,205,181,24,0,0,0,0,93,37,205,0
10003,Alabama,DeKalb,2018,238,205,33,0,0,0,0,84,38,238,0
10004,Alabama,Elmore,2018,161,142,19,0,0,0,0,71,36,161,0
10005,Alabama,Etowah,2018,252,167,84,0,1,0,0,153,44,251,1
10006,Alabama,Houston,2018,209,183,26,0,0,0,0,80,36,209,0
10007,Alabama,Jefferson,2018,274,120,148,5,1,0,0,156,52,268,6
10008,Alabama,Lawrence,2018,20,20,0,0,0,0,0,43,20,20,0
10009,Alabama,Madison,2018,181,131,49,1,0,0,0,115,42,180,1
10010,Alabama,Mobile,2018,248,194,53,1,0,0,0,105,39,247,1
10011,Alabama,Montgomery,2018,212,110,102,0,0,0,0,93,48,212,0
10012,Alabama,Morgan,2018,253,198,55,0,0,0,0,100,40,253,0
10013,Alabama,Russell,2018,253,175,78,0,0,0,0,99,43,253,0
10014,Alabama,Shelby,2018,272,241,27,4,0,0,0,124,33,268,4
10015,Alabama,Sumter,2018,243,222,21,0,0,0,0,77,33,243,0
10016,Alabama,Tuscaloosa,2018,247,193,53,1,0,0,0,115,41,246,1
10200,Alaska,Aleutians East ,2018,20,20,0,0,0,0,0,23,13,20,0
10201,Alaska,Anchorage ,2018,181,140,41,0,0,0,0,87,27,181,0
10202,Alaska,Bethel ,2018,25,24,1,0,0,0,0,54,19,25,0
10203,Alaska,Denali ,2018,242,239,3,0,0,0,0,58,37,242,0
10204,Alaska,Fairbanks North Star ,2018,182,132,30,14,6,0,0,154,35,162,20
10205,Alaska,Juneau ,2018,174,145,29,0,0,0,0,83,20,174,0
10206,Alaska,Kenai Peninsula ,2018,20,20,0,0,0,0,0,13,5,20,0
10207,Alaska,Matanuska Susitna ,2018,181,160,19,2,0,0,0,117,31,179,2
10288,Arizona,Apache,2018,267,263,4,0,0,0,0,55,13,267,0
10289,Arizona,Cochise,2018,273,190,83,0,0,0,0,90,46,273,0
10290,Arizona,Coconino,2018,273,154,116,3,0,0,0,126,49,270,3
10291,Arizona,Gila,2018,273,56,144,66,7,0,0,184,76,200,73
10292,Arizona,La Paz,2018,272,172,97,3,0,0,0,105,48,269,3
10293,Arizona,Maricopa,2018,274,23,193,51,4,3,0,249,75,216,58
10294,Arizona,Mohave,2018,270,258,12,0,0,0,0,82,19,270,0
10295,Arizona,Navajo,2018,269,168,99,2,0,0,0,115,47,267,2
10296,Arizona,Pima,2018,274,119,144,11,0,0,0,129,54,263,11
10297,Arizona,Pinal,2018,273,66,171,31,1,2,0,996,68,237,34
10298,Arizona,Santa Cruz,2018,273,241,31,0,1,0,0,183,30,272,1
10299,Arizona,Yavapai,2018,273,200,72,1,0,0,0,101,45,272,1
10300,Arizona,Yuma,2018,273,158,99,15,1,0,0,169,48,257,16
10431,Arkansas,Arkansas,2018,87,68,19,0,0,0,0,90,35,87,0
10432,Arkansas,Ashley,2018,90,75,14,1,0,0,0,103,33,89,1
10433,Arkansas,Clark,2018,241,222,19,0,0,0,0,87,36,241,0
10434,Arkansas,Craighead,2018,59,45,14,0,0,0,0,72,36,59,0
10435,Arkansas,Crittenden,2018,273,203,67,3,0,0,0,115,43,270,3
10436,Arkansas,Garland,2018,90,71,19,0,0,0,0,86,34,90,0
10437,Arkansas,Jackson,2018,91,77,14,0,0,0,0,71,33,91,0
10438,Arkansas,Newton,2018,273,248,25,0,0,0,0,84,38,273,0
10439,Arkansas,Polk,2018,271,231,40,0,0,0,0,93,41,271,0
10440,Arkansas,Pulaski,2018,274,183,89,2,0,0,0,122,45,272,2
10441,Arkansas,Union,2018,273,188,82,3,0,0,0,122,41,270,3
10442,Arkansas,Washington,2018,273,184,89,0,0,0,0,87,45,273,0
10575,California,Alameda,2018,182,95,86,1,0,0,0,110,49,181,1
10576,California,Amador,2018,181,163,18,0,0,0,0,93,38,181,0
10577,California,Butte,2018,187,105,79,3,0,0,0,126,48,184,3
10578,California,Calaveras,2018,180,89,91,0,0,0,0,97,51,180,0
10579,California,Colusa,2018,270,197,56,6,11,0,0,183,41,253,17
10580,California,Contra Costa,2018,182,107,73,2,0,0,0,145,48,180,2
10581,California,Del Norte,2018,115,101,14,0,0,0,0,77,28,115,0
10582,California,El Dorado,2018,181,135,44,2,0,0,0,115,41,179,2
10583,California,Fresno,2018,273,95,121,49,8,0,0,172,64,216,57
10584,California,Glenn,2018,181,164,17,0,0,0,0,71,35,181,0
10585,California,Humboldt,2018,182,175,7,0,0,0,0,95,36,182,0
10586,California,Imperial,2018,186,39,108,32,5,2,0,286,67,147,39
10587,California,Inyo,2018,273,128,116,24,3,1,0,624,51,244,28
10588,California,Kern,2018,304,120,144,32,8,0,0,174,56,264,40
10589,California,Kings,2018,304,85,188,27,4,0,0,175,64,273,31
10590,California,Lake,2018,129,129,0,0,0,0,0,48,34,129,0
10591,California,Los Angeles,2018,182,22,117,37,6,0,0,185,68,139,43
10592,California,Madera,2018,182,112,60,7,3,0,0,165,48,172,10
10593,California,Marin,2018,182,162,19,1,0,0,0,123,37,181,1
10594,California,Mariposa,2018,243,133,86,21,3,0,0,166,48,219,24
10595,California,Mendocino,2018,181,167,14,0,0,0,0,72,35,181,0
10596,California,Merced,2018,187,135,44,7,1,0,0,157,43,179,8
10597,California,Mono,2018,181,166,9,2,2,0,1,994,17,175,5
10598,California,Monterey,2018,274,243,29,2,0,0,0,113,39,272,2
10599,California,Napa,2018,182,133,49,0,0,0,0,89,43,182,0
10600,California,Nevada,2018,273,175,73,18,7,0,0,190,45,248,25
10601,California,Orange,2018,182,107,67,6,2,0,0,157,48,174,8
10602,California,Placer,2018,243,128,77,28,7,3,0,210,50,205,38
10603,California,Plumas,2018,179,125,51,3,0,0,0,129,26,176,3
10604,California,Riverside,2018,293,80,143,49,17,4,0,241,65,223,70
10605,California,Sacramento,2018,187,102,82,3,0,0,0,138,48,184,3
10606,California,San Benito,2018,273,228,43,2,0,0,0,105,41,271,2
10607,California,San Bernardino,2018,242,29,129,60,23,1,0,221,84,158,84
10608,California,San Diego,2018,196,56,128,12,0,0,0,143,61,184,12
10609,California,San Francisco,2018,182,144,37,1,0,0,0,111,37,181,1
10610,California,San Joaquin,2018,187,108,72,5,2,0,0,157,47,180,7
10611,California,San Luis Obispo,2018,273,162,105,6,0,0,0,133,48,267,6
10612,California,San Mateo,2018,182,153,29,0,0,0,0,83,37,182,0
10613,California,Santa Barbara,2018,213,153,60,0,0,0,0,93,46,213,0
10614,California,Santa Clara,2018,182,140,40,2,0,0,0,124,42,180,2
10615,California,Santa Cruz,2018,273,260,12,1,0,0,0,114,34,272,1
10616,California,Shasta,2018,242,192,36,14,0,0,0,143,44,228,14
10617,California,Siskiyou,2018,181,177,4,0,0,0,0,58,38,181,0
10618,California,Solano,2018,273,229,42,2,0,0,0,132,40,271,2
10619,California,Sonoma,2018,182,168,14,0,0,0,0,84,38,182,0
10620,California,Stanislaus,2018,186,115,60,10,1,0,0,155,47,175,11
10621,California,Sutter,2018,182,98,80,4,0,0,0,135,49,178,4
10622,California,Tehama,2018,187,139,46,2,0,0,0,119,41,185,2
10623,California,Trinity,2018,130,78,52,0,0,0,0,98,45,130,0
10624,California,Tulare,2018,243,58,99,67,19,0,0,174,77,157,86
10625,California,Tuolumne,2018,173,151,22,0,0,0,0,90,38,173,0
10626,California,Ventura,2018,273,118,141,13,1,0,0,166,53,259,14
10627,California,Yolo,2018,272,214,56,2,0,0,0,147,43,270,2
11164,Colorado,Adams,2018,304,161,140,3,0,0,0,130,50,301,3
11165,Colorado,Alamosa,2018,206,198,7,0,0,1,0,235,19,205,1
11166,Colorado,Arapahoe,2018,282,149,118,14,1,0,0,156,49,267,15
11167,Colorado,Archuleta,2018,273,241,32,0,0,0,0,97,41,273,0
11168,Colorado,Boulder,2018,301,171,101,28,1,0,0,159,48,272,29
11169,Colorado,Clear Creek,2018,187,58,115,13,1,0,0,159,61,173,14
11170,Colorado,Delta,2018,122,119,3,0,0,0,0,67,38,122,0
11171,Colorado,Denver,2018,304,149,145,10,0,0,0,150,51,294,10
11172,Colorado,Douglas,2018,303,156,120,24,3,0,0,156,50,276,27
11173,Colorado,El Paso,2018,304,172,124,8,0,0,0,119,49,296,8
11174,Colorado,Fremont,2018,19,19,0,0,0,0,0,36,15,19,0
11175,Colorado,Garfield,2018,272,187,84,0,1,0,0,151,46,271,1
11176,Colorado,Gunnison,2018,242,133,107,1,1,0,0,156,50,240,2
11177,Colorado,Jackson,2018,18,18,0,0,0,0,0,8,3,18,0
11178,Colorado,Jefferson,2018,273,137,99,35,2,0,0,151,50,236,37
11179,Colorado,La Plata,2018,273,161,107,5,0,0,0,108,48,268,5
11180,Colorado,Larimer,2018,304,151,126,24,3,0,0,169,51,277,27
11181,Colorado,Mesa,2018,304,202,99,3,0,0,0,126,45,301,3
11182,Colorado,Moffat,2018,242,173,68,1,0,0,0,108,45,241,1
11183,Colorado,Montezuma,2018,261,163,94,4,0,0,0,115,47,257,4
11184,Colorado,Montrose,2018,239,170,68,1,0,0,0,122,44,238,1
11185,Colorado,Park,2018,56,56,0,0,0,0,0,46,38,56,0
11186,Colorado,Pitkin,2018,58,58,0,0,0,0,0,42,14,58,0
11187,Colorado,Prowers,2018,201,196,4,1,0,0,0,103,19,200,1
11188,Colorado,Pueblo,2018,98,92,5,1,0,0,0,101,23,97,1
11189,Colorado,Rio Blanco,2018,243,121,120,2,0,0,0,108,51,241,2
11190,Colorado,Routt,2018,190,190,0,0,0,0,0,49,17,190,0
11191,Colorado,San Juan,2018,19,19,0,0,0,0,0,8,2,19,0
11192,Colorado,San Miguel,2018,63,63,0,0,0,0,0,42,16,63,0
11193,Colorado,Weld,2018,304,160,134,10,0,0,0,133,50,294,10
11504,Connecticut,Fairfield,2018,182,132,45,5,0,0,0,147,43,177,5
11505,Connecticut,Hartford,2018,182,147,33,2,0,0,0,143,39,180,2
11506,Connecticut,Litchfield,2018,180,155,23,2,0,0,0,105,40,178,2
11507,Connecticut,Middlesex,2018,118,100,14,4,0,0,0,126,41,114,4
11508,Connecticut,New Haven,2018,182,142,36,4,0,0,0,140,42,178,4
11509,Connecticut,New London,2018,181,165,14,2,0,0,0,115,38,179,2
11510,Connecticut,Tolland,2018,122,109,10,3,0,0,0,140,40,119,3
11511,Connecticut,Windham,2018,239,213,20,6,0,0,0,129,38,233,6
11589,Delaware,Kent,2018,304,258,44,2,0,0,0,133,39,302,2
11590,Delaware,New Castle,2018,305,220,79,6,0,0,0,150,42,299,6
11591,Delaware,Sussex,2018,304,248,52,4,0,0,0,140,41,300,4
11622,Florida,Alachua,2018,181,152,29,0,0,0,0,90,37,181,0
11623,Florida,Baker,2018,180,161,19,0,0,0,0,87,35,180,0
11624,Florida,Bay,2018,181,147,34,0,0,0,0,100,41,181,0
11625,Florida,Brevard,2018,181,154,26,1,0,0,0,129,40,180,1
11626,Florida,Broward,2018,274,205,69,0,0,0,0,100,41,274,0
11627,Florida,Citrus,2018,180,152,28,0,0,0,0,70,35,180,0
11628,Florida,Collier,2018,181,150,31,0,0,0,0,80,39,181,0
11629,Florida,Columbia,2018,176,140,35,1,0,0,0,111,39,175,1
11630,Florida,Duval,2018,274,204,67,2,1,0,0,155,41,271,3
11631,Florida,Escambia,2018,181,147,34,0,0,0,0,93,40,181,0
11632,Florida,Flagler,2018,164,150,14,0,0,0,0,77,37,164,0
11633,Florida,Hamilton,2018,177,156,21,0,0,0,0,65,33,177,0
11634,Florida,Highlands,2018,177,163,13,1,0,0,0,108,36,176,1
11635,Florida,Hillsborough,2018,274,180,90,4,0,0,0,122,43,270,4
11636,Florida,Holmes,2018,180,142,38,0,0,0,0,79,40,180,0
11637,Florida,Indian River,2018,235,205,29,1,0,0,0,101,39,234,1
11638,Florida,Lake,2018,180,151,28,1,0,0,0,101,37,179,1
11639,Florida,Lee,2018,181,148,32,1,0,0,0,112,38,180,1
11640,Florida,Leon,2018,180,129,51,0,0,0,0,97,40,180,0
11641,Florida,Liberty,2018,241,230,11,0,0,0,0,71,33,241,0
11642,Florida,Manatee,2018,273,241,30,2,0,0,0,119,34,271,2
11643,Florida,Marion,2018,181,152,29,0,0,0,0,90,37,181,0
11644,Florida,Martin,2018,181,158,22,1,0,0,0,112,38,180,1
11645,Florida,Miami Dade,2018,274,209,61,4,0,0,0,126,42,270,4
11646,Florida,Nassau,2018,181,159,20,2,0,0,0,106,33,179,2
11647,Florida,Okaloosa,2018,180,155,25,0,0,0,0,80,37,180,0
11648,Florida,Orange,2018,274,232,40,1,1,0,0,151,37,272,2
11649,Florida,Osceola,2018,181,150,30,1,0,0,0,126,37,180,1
11650,Florida,Palm Beach,2018,181,152,29,0,0,0,0,91,40,181,0
11651,Florida,Pasco,2018,181,145,34,2,0,0,0,129,39,179,2
11652,Florida,Pinellas,2018,274,226,48,0,0,0,0,100,39,274,0
11653,Florida,Polk,2018,181,147,32,2,0,0,0,112,39,179,2
11654,Florida,Putnam,2018,161,160,1,0,0,0,0,51,14,161,0
11655,Florida,Santa Rosa,2018,179,142,37,0,0,0,0,90,42,179,0
11656,Florida,Sarasota,2018,273,221,52,0,0,0,0,97,38,273,0
11657,Florida,Seminole,2018,181,145,34,2,0,0,0,150,39,179,2
11658,Florida, Saint Lucie,2018,177,159,18,0,0,0,0,100,38,177,0
11659,Florida,Volusia,2018,181,153,28,0,0,0,0,80,40,181,0
11660,Florida,Wakulla,2018,181,136,45,0,0,0,0,98,38,181,0
12039,Georgia,Bibb,2018,243,202,40,1,0,0,0,106,37,242,1
12040,Georgia,Charlton,2018,20,19,1,0,0,0,0,60,20,20,0
12041,Georgia,Chatham,2018,243,204,39,0,0,0,0,75,38,243,0
12042,Georgia,Chattooga,2018,184,164,20,0,0,0,0,87,38,184,0
12043,Georgia,Clarke,2018,210,165,43,2,0,0,0,105,41,208,2
12044,Georgia,Clayton,2018,58,47,11,0,0,0,0,64,33,58,0
12045,Georgia,Cobb,2018,204,160,44,0,0,0,0,100,42,204,0
12046,Georgia,Coffee,2018,55,52,3,0,0,0,0,65,23,55,0
12047,Georgia,Columbia,2018,184,163,21,0,0,0,0,90,39,184,0
12048,Georgia,Dawson,2018,184,161,21,2,0,0,0,108,36,182,2
12049,Georgia,DeKalb,2018,244,170,74,0,0,0,0,100,43,244,0
12050,Georgia,Dougherty,2018,208,157,50,1,0,0,0,137,32,207,1
12051,Georgia,Douglas,2018,181,157,24,0,0,0,0,93,39,181,0
12052,Georgia,Floyd,2018,243,159,84,0,0,0,0,80,40,243,0
12053,Georgia,Fulton,2018,242,141,97,4,0,0,0,133,46,238,4
12054,Georgia,Glynn,2018,200,183,17,0,0,0,0,74,36,200,0
12055,Georgia,Gwinnett,2018,236,163,73,0,0,0,0,87,44,236,0
12056,Georgia,Hall,2018,178,153,25,0,0,0,0,68,30,178,0
12057,Georgia,Henry,2018,237,187,47,3,0,0,0,115,38,234,3
12058,Georgia,Houston,2018,183,139,42,2,0,0,0,108,37,181,2
12059,Georgia,Lowndes,2018,169,138,31,0,0,0,0,81,35,169,0
12060,Georgia,Murray,2018,186,157,29,0,0,0,0,100,41,186,0
12061,Georgia,Muscogee,2018,243,196,47,0,0,0,0,98,37,243,0
12062,Georgia,Pike,2018,166,154,11,1,0,0,0,115,35,165,1
12063,Georgia,Richmond,2018,243,173,66,4,0,0,0,150,42,239,4
12064,Georgia,Rockdale,2018,182,141,39,2,0,0,0,112,40,180,2
12065,Georgia,Sumter,2018,183,161,22,0,0,0,0,80,36,183,0
12066,Georgia,Walker,2018,197,148,49,0,0,0,0,67,37,197,0
12067,Georgia,Washington,2018,60,51,9,0,0,0,0,67,31,60,0
12387,Hawaii,Hawaii,2018,243,13,62,64,99,5,0,249,130,75,168
12388,Hawaii,Honolulu,2018,244,239,5,0,0,0,0,75,30,244,0
12389,Hawaii,Kauai,2018,243,243,0,0,0,0,0,48,15,243,0
12390,Hawaii,Maui,2018,238,236,2,0,0,0,0,56,20,238,0
12428,Idaho,Ada,2018,182,160,21,1,0,0,0,102,40,181,1
12429,Idaho,Bannock,2018,304,263,37,3,1,0,0,151,30,300,4
12430,Idaho,Benewah,2018,180,129,51,0,0,0,0,100,32,180,0
12431,Idaho,Blaine,2018,181,180,1,0,0,0,0,55,8,181,0
12432,Idaho,Boise,2018,181,140,41,0,0,0,0,77,32,181,0
12433,Idaho,Bonner,2018,179,178,1,0,0,0,0,61,29,179,0
12434,Idaho,Bonneville,2018,181,180,1,0,0,0,0,54,20,181,0
12435,Idaho,Butte,2018,241,197,41,3,0,0,0,115,44,238,3
12436,Idaho,Canyon,2018,181,171,9,1,0,0,0,101,20,180,1
12437,Idaho,Caribou,2018,179,178,1,0,0,0,0,55,1,179,0
12438,Idaho,Custer,2018,19,19,0,0,0,0,0,8,3,19,0
12439,Idaho,Franklin,2018,154,145,9,0,0,0,0,81,15,154,0
12440,Idaho,Idaho,2018,242,216,25,1,0,0,0,115,39,241,1
12441,Idaho,Jerome,2018,222,195,22,5,0,0,0,145,18,217,5
12442,Idaho,Kootenai,2018,148,147,1,0,0,0,0,57,22,148,0
12443,Idaho,Latah,2018,181,180,1,0,0,0,0,53,7,181,0
12444,Idaho,Lemhi,2018,179,141,36,2,0,0,0,116,20,177,2
12445,Idaho,Nez Perce,2018,181,173,8,0,0,0,0,83,13,181,0
12446,Idaho,Shoshone,2018,181,117,61,3,0,0,0,115,40,178,3
12447,Idaho,Twin Falls,2018,172,164,8,0,0,0,0,66,30,172,0
12448,Idaho,Valley,2018,169,158,10,1,0,0,0,108,17,168,1
12626,Illinois,Adams,2018,214,197,17,0,0,0,0,87,37,214,0
12627,Illinois,Champaign,2018,273,206,63,4,0,0,0,112,43,269,4
12628,Illinois,Clark,2018,237,215,21,1,0,0,0,101,37,236,1
12629,Illinois,Cook,2018,274,101,155,14,4,0,0,177,56,256,18
12630,Illinois,DuPage,2018,272,170,98,4,0,0,0,112,45,268,4
12631,Illinois,Effingham,2018,214,183,30,1,0,0,0,112,41,213,1
12632,Illinois,Hamilton,2018,270,203,64,3,0,0,0,105,42,267,3
12633,Illinois,Jersey,2018,264,196,65,3,0,0,0,122,43,261,3
12634,Illinois,Jo Daviess,2018,224,203,19,2,0,0,0,119,38,222,2
12635,Illinois,Kane,2018,272,213,54,5,0,0,0,122,41,267,5
12636,Illinois,La Salle,2018,273,271,2,0,0,0,0,62,1,273,0
12637,Illinois,Lake,2018,261,213,40,6,2,0,0,164,40,253,8
12638,Illinois,Macon,2018,273,139,125,9,0,0,0,126,50,264,9
12639,Illinois,Macoupin,2018,272,239,30,3,0,0,0,115,38,269,3
12640,Illinois,Madison,2018,273,146,118,7,2,0,0,154,49,264,9
12641,Illinois,McHenry,2018,272,184,80,8,0,0,0,122,44,264,8
12642,Illinois,McLean,2018,273,178,94,1,0,0,0,108,44,272,1
12643,Illinois,Monroe,2018,181,181,0,0,0,0,0,41,3,181,0
12644,Illinois,Peoria,2018,273,183,87,3,0,0,0,101,45,270,3
12645,Illinois,Randolph,2018,273,204,68,1,0,0,0,129,44,272,1
12646,Illinois,Rock Island,2018,273,189,83,1,0,0,0,101,44,272,1
12647,Illinois,Saint Clair,2018,274,183,86,4,1,0,0,174,46,269,5
12648,Illinois,Sangamon,2018,272,181,90,1,0,0,0,122,44,271,1
12649,Illinois,Tazewell,2018,273,273,0,0,0,0,0,27,1,273,0
12650,Illinois,Wabash,2018,271,269,2,0,0,0,0,60,1,271,0
12651,Illinois,Will,2018,273,171,98,4,0,0,0,126,46,269,4
12652,Illinois,Winnebago,2018,270,224,43,2,1,0,0,151,40,267,3
12915,Indiana,Allen,2018,273,209,58,6,0,0,0,122,42,267,6
12916,Indiana,Bartholomew,2018,252,185,63,4,0,0,0,108,43,248,4
12917,Indiana,Boone,2018,243,205,33,5,0,0,0,112,37,238,5
12918,Indiana,Brown,2018,241,217,24,0,0,0,0,97,38,241,0
12919,Indiana,Carroll,2018,242,220,19,3,0,0,0,115,36,239,3
12920,Indiana,Clark,2018,270,219,47,4,0,0,0,122,39,266,4
12921,Indiana,Daviess,2018,255,255,0,0,0,0,0,21,0,255,0
12922,Indiana,Delaware,2018,249,213,32,4,0,0,0,129,39,245,4
12923,Indiana,Dubois,2018,89,72,17,0,0,0,0,87,32,89,0
12924,Indiana,Elkhart,2018,271,219,49,3,0,0,0,105,39,268,3
12925,Indiana,Floyd,2018,267,224,38,5,0,0,0,143,38,262,5
12926,Indiana,Gibson,2018,271,267,4,0,0,0,0,76,3,271,0
12927,Indiana,Greene,2018,272,226,43,3,0,0,0,129,40,269,3
12928,Indiana,Hamilton,2018,253,191,56,6,0,0,0,129,43,247,6
12929,Indiana,Hendricks,2018,243,214,27,2,0,0,0,108,37,241,2
12930,Indiana,Henry,2018,86,75,10,1,0,0,0,111,30,85,1
12931,Indiana,Howard,2018,249,185,59,5,0,0,0,108,42,244,5
12932,Indiana,Huntington,2018,266,245,21,0,0,0,0,97,35,266,0
12933,Indiana,Jackson,2018,249,229,20,0,0,0,0,90,35,249,0
12934,Indiana,Knox,2018,237,193,40,4,0,0,0,122,40,233,4
12935,Indiana,LaPorte,2018,271,213,51,6,1,0,0,161,41,264,7
12936,Indiana,Lake,2018,274,156,112,5,1,0,0,151,46,268,6
12937,Indiana,Madison,2018,253,178,68,7,0,0,0,136,43,246,7
12938,Indiana,Marion,2018,274,147,116,10,1,0,0,156,48,263,11
12939,Indiana,Monroe,2018,189,157,32,0,0,0,0,97,33,189,0
12940,Indiana,Morgan,2018,273,240,30,3,0,0,0,110,37,270,3
12941,Indiana,Perry,2018,258,232,26,0,0,0,0,80,38,258,0
12942,Indiana,Pike,2018,273,273,0,0,0,0,0,33,1,273,0
12943,Indiana,Porter,2018,273,196,72,4,1,0,0,161,43,268,5
12944,Indiana,Posey,2018,272,238,34,0,0,0,0,100,38,272,0
12945,Indiana,Shelby,2018,243,215,23,5,0,0,0,112,38,238,5
12946,Indiana,Spencer,2018,90,71,19,0,0,0,0,85,33,90,0
12947,Indiana, Saint Joseph,2018,273,188,78,7,0,0,0,133,43,266,7
12948,Indiana,Sullivan,2018,150,119,31,0,0,0,0,91,33,150,0
12949,Indiana,Tippecanoe,2018,245,200,45,0,0,0,0,75,35,245,0
12950,Indiana,Vanderburgh,2018,273,191,79,3,0,0,0,143,43,270,3
12951,Indiana,Vigo,2018,273,186,84,3,0,0,0,115,43,270,3
12952,Indiana,Wabash,2018,241,198,38,5,0,0,0,129,41,236,5
12953,Indiana,Warrick,2018,273,232,38,3,0,0,0,126,39,270,3
12954,Indiana,Whitley,2018,244,203,41,0,0,0,0,81,32,244,0
13379,Iowa,Black Hawk,2018,304,207,97,0,0,0,0,81,42,304,0
13380,Iowa,Bremer,2018,245,224,19,2,0,0,0,112,37,243,2
13381,Iowa,Cerro Gordo,2018,97,97,0,0,0,0,0,46,16,97,0
13382,Iowa,Clinton,2018,304,206,98,0,0,0,0,100,43,304,0
13383,Iowa,Harrison,2018,245,213,30,2,0,0,0,101,39,243,2
13384,Iowa,Johnson,2018,304,246,58,0,0,0,0,79,37,304,0
13385,Iowa,Lee,2018,101,84,17,0,0,0,0,76,34,101,0
13386,Iowa,Linn,2018,305,206,95,4,0,0,0,129,44,301,4
13387,Iowa,Montgomery,2018,304,226,78,0,0,0,0,93,40,304,0
13388,Iowa,Muscatine,2018,304,208,96,0,0,0,0,77,42,304,0
13389,Iowa,Palo Alto,2018,304,218,84,2,0,0,0,115,43,302,2
13390,Iowa,Polk,2018,305,231,72,2,0,0,0,112,40,303,2
13391,Iowa,Pottawattamie,2018,106,83,22,1,0,0,0,102,33,105,1
13392,Iowa,Scott,2018,305,138,163,4,0,0,0,108,52,301,4
13393,Iowa,Van Buren,2018,298,225,73,0,0,0,0,100,39,298,0
13394,Iowa,Woodbury,2018,101,90,11,0,0,0,0,92,32,101,0
13588,Kansas,Chase,2018,20,20,0,0,0,0,0,46,20,20,0
13589,Kansas,Ford,2018,180,175,4,1,0,0,0,129,19,179,1
13590,Kansas,Johnson,2018,179,149,30,0,0,0,0,87,40,179,0
13591,Kansas,Leavenworth,2018,179,151,28,0,0,0,0,100,37,179,0
13592,Kansas,Neosho,2018,181,152,29,0,0,0,0,87,40,181,0
13593,Kansas,Sedgwick,2018,181,122,59,0,0,0,0,100,44,181,0
13594,Kansas,Shawnee,2018,181,123,58,0,0,0,0,99,45,181,0
13595,Kansas,Sherman,2018,174,169,5,0,0,0,0,91,14,174,0
13596,Kansas,Sumner,2018,181,146,35,0,0,0,0,90,41,181,0
13597,Kansas,Trego,2018,181,140,40,1,0,0,0,130,43,180,1
13598,Kansas,Wyandotte,2018,181,120,61,0,0,0,0,100,44,181,0
13727,Kentucky,Bell,2018,92,77,15,0,0,0,0,84,43,92,0
13728,Kentucky,Boone,2018,60,55,5,0,0,0,0,61,40,60,0
13729,Kentucky,Boyd,2018,161,142,19,0,0,0,0,84,38,161,0
13730,Kentucky,Bullitt,2018,58,52,6,0,0,0,0,58,39,58,0
13731,Kentucky,Campbell,2018,148,131,17,0,0,0,0,70,37,148,0
13732,Kentucky,Carter,2018,120,107,13,0,0,0,0,80,36,120,0
13733,Kentucky,Christian,2018,117,100,17,0,0,0,0,76,40,117,0
13734,Kentucky,Daviess,2018,161,132,29,0,0,0,0,79,39,161,0
13735,Kentucky,Edmonson,2018,244,223,21,0,0,0,0,87,39,244,0
13736,Kentucky,Fayette,2018,152,138,14,0,0,0,0,61,36,152,0
13737,Kentucky,Greenup,2018,120,118,2,0,0,0,0,58,27,120,0
13738,Kentucky,Hancock,2018,32,32,0,0,0,0,0,47,37,32,0
13739,Kentucky,Hardin,2018,153,135,18,0,0,0,0,77,39,153,0
13740,Kentucky,Henderson,2018,161,119,33,9,0,0,0,120,40,152,9
