ID,State_Name,County_Name,AQI_Year,Days_with_AQI,Good,Moderate,UnhealthySensitive,Unhealthy,VeryUnhealthy,Hazardous,Max_AQI,Median_AQI,good_moderate_sum,unhealthy_hazardous_sum
17455,Ohio,Lorain,2018,243,196,46,1,0,0,0,101,39,242,1
17456,Ohio,Lucas,2018,273,190,73,9,1,0,0,151,44,263,10
17457,Ohio,Madison,2018,213,178,34,1,0,0,0,101,42,212,1
17458,Ohio,Mahoning,2018,251,203,48,0,0,0,0,90,38,251,0
17459,Ohio,Medina,2018,243,183,60,0,0,0,0,100,41,243,0
17460,Ohio,Miami,2018,214,176,37,1,0,0,0,140,41,213,1
17461,Ohio,Montgomery,2018,274,200,70,4,0,0,0,129,43,270,4
17462,Ohio,Morgan,2018,241,240,1,0,0,0,0,52,1,241,0
17463,Ohio,Noble,2018,217,193,24,0,0,0,0,97,39,217,0
17464,Ohio,Portage,2018,198,155,43,0,0,0,0,100,42,198,0
17465,Ohio,Preble,2018,274,192,81,1,0,0,0,107,44,273,1
17466,Ohio,Scioto,2018,201,193,8,0,0,0,0,82,17,201,0
17467,Ohio,Stark,2018,274,174,97,3,0,0,0,108,46,271,3
17468,Ohio,Summit,2018,244,167,76,1,0,0,0,105,43,243,1
17469,Ohio,Trumbull,2018,239,181,54,4,0,0,0,108,42,235,4
17470,Ohio,Warren,2018,271,187,79,5,0,0,0,136,44,266,5
17471,Ohio,Washington,2018,184,156,25,3,0,0,0,105,41,181,3
17472,Ohio,Wood,2018,184,152,30,2,0,0,0,115,41,182,2
17889,Oklahoma,Adair,2018,182,140,40,2,0,0,0,145,42,180,2
17890,Oklahoma,Bryan,2018,259,215,41,3,0,0,0,119,41,256,3
17891,Oklahoma,Canadian,2018,299,239,54,6,0,0,0,150,39,293,6
17892,Oklahoma,Carter,2018,295,237,56,2,0,0,0,128,32,293,2
17893,Oklahoma,Choctaw,2018,211,193,18,0,0,0,0,93,40,211,0
17894,Oklahoma,Cleveland,2018,304,197,101,6,0,0,0,121,45,298,6
17895,Oklahoma,Comanche,2018,304,224,76,4,0,0,0,122,43,300,4
17896,Oklahoma,Creek,2018,300,259,40,1,0,0,0,115,37,299,1
17897,Oklahoma,Custer,2018,303,294,8,1,0,0,0,104,18,302,1
17898,Oklahoma,Dewey,2018,301,203,91,7,0,0,0,115,43,294,7
17899,Oklahoma,Garfield,2018,296,288,8,0,0,0,0,70,0,296,0
17900,Oklahoma,Jefferson,2018,241,172,64,4,1,0,0,151,44,236,5
17901,Oklahoma,Kay,2018,304,225,77,2,0,0,0,114,41,302,2
17902,Oklahoma,Love,2018,239,172,60,7,0,0,0,129,44,232,7
17903,Oklahoma,Mayes,2018,304,282,22,0,0,0,0,93,13,304,0
17904,Oklahoma,McClain,2018,287,230,54,3,0,0,0,119,40,284,3
17905,Oklahoma,Muskogee,2018,304,275,27,2,0,0,0,102,19,302,2
17906,Oklahoma,Nowata,2018,293,220,73,0,0,0,0,97,43,293,0
17907,Oklahoma,Oklahoma,2018,305,193,103,9,0,0,0,147,46,296,9
17908,Oklahoma,Osage,2018,298,242,49,7,0,0,0,143,39,291,7
17909,Oklahoma,Ottawa,2018,290,195,94,1,0,0,0,107,45,289,1
17910,Oklahoma,Pittsburg,2018,303,228,74,1,0,0,0,108,42,302,1
17911,Oklahoma,Sequoyah,2018,209,171,38,0,0,0,0,90,40,209,0
17912,Oklahoma,Tulsa,2018,305,161,136,7,1,0,0,192,50,297,8
17913,Oklahoma,Washington,2018,8,5,3,0,0,0,0,60,43,8,0
18148,Oregon,Clackamas,2018,75,73,2,0,0,0,0,54,33,75,0
18149,Oregon,Columbia,2018,60,60,0,0,0,0,0,41,33,60,0
18150,Oregon,Crook,2018,53,46,7,0,0,0,0,71,23,53,0
18151,Oregon,Harney,2018,58,45,12,1,0,0,0,101,25,57,1
18152,Oregon,Jackson,2018,99,90,9,0,0,0,0,80,38,99,0
18153,Oregon,Josephine,2018,38,33,5,0,0,0,0,67,22,38,0
18154,Oregon,Klamath,2018,59,46,13,0,0,0,0,72,22,59,0
18155,Oregon,Lake,2018,48,43,5,0,0,0,0,65,20,48,0
18156,Oregon,Lane,2018,273,221,49,2,1,0,0,154,35,270,3
18157,Oregon,Marion,2018,61,60,1,0,0,0,0,51,36,61,0
18158,Oregon,Multnomah,2018,194,190,4,0,0,0,0,64,32,194,0
18159,Oregon,Umatilla,2018,51,45,6,0,0,0,0,71,41,51,0
18160,Oregon,Union,2018,19,19,0,0,0,0,0,13,5,19,0
18161,Oregon,Wallowa,2018,20,20,0,0,0,0,0,15,5,20,0
18162,Oregon,Wasco,2018,76,76,0,0,0,0,0,48,29,76,0
18163,Oregon,Washington,2018,181,179,2,0,0,0,0,64,27,181,0
18400,Pennsylvania,Adams,2018,240,193,46,1,0,0,0,105,43,239,1
18401,Pennsylvania,Allegheny,2018,274,115,139,19,1,0,0,154,55,254,20
18402,Pennsylvania,Armstrong,2018,177,148,28,1,0,0,0,143,39,176,1
18403,Pennsylvania,Beaver,2018,181,118,59,4,0,0,0,136,45,177,4
18404,Pennsylvania,Berks,2018,181,141,39,1,0,0,0,101,41,180,1
18405,Pennsylvania,Blair,2018,181,150,31,0,0,0,0,80,40,181,0
18406,Pennsylvania,Bradford,2018,179,150,29,0,0,0,0,97,39,179,0
18407,Pennsylvania,Bucks,2018,161,137,17,7,0,0,0,136,37,154,7
18408,Pennsylvania,Cambria,2018,179,145,34,0,0,0,0,90,40,179,0
18409,Pennsylvania,Centre,2018,241,205,36,0,0,0,0,97,40,241,0
18410,Pennsylvania,Chester,2018,177,137,40,0,0,0,0,100,38,177,0
18411,Pennsylvania,Clearfield,2018,171,152,18,1,0,0,0,101,40,170,1
18412,Pennsylvania,Cumberland,2018,181,137,44,0,0,0,0,87,35,181,0
18413,Pennsylvania,Dauphin,2018,181,137,44,0,0,0,0,93,41,181,0
18414,Pennsylvania,Delaware,2018,181,95,85,1,0,0,0,108,50,180,1
18415,Pennsylvania,Elk,2018,241,216,25,0,0,0,0,97,37,241,0
18416,Pennsylvania,Erie,2018,181,143,38,0,0,0,0,84,39,181,0
18417,Pennsylvania,Franklin,2018,175,168,7,0,0,0,0,67,34,175,0
18418,Pennsylvania,Greene,2018,179,153,26,0,0,0,0,97,39,179,0
18419,Pennsylvania,Indiana,2018,180,152,28,0,0,0,0,100,40,180,0
18420,Pennsylvania,Lackawanna,2018,181,151,30,0,0,0,0,84,38,181,0
18421,Pennsylvania,Lancaster,2018,181,120,60,1,0,0,0,105,44,180,1
18422,Pennsylvania,Lawrence,2018,181,162,19,0,0,0,0,97,36,181,0
18423,Pennsylvania,Lebanon,2018,181,120,60,1,0,0,0,101,43,180,1
18424,Pennsylvania,Lehigh,2018,181,131,50,0,0,0,0,97,41,181,0
18425,Pennsylvania,Luzerne,2018,181,163,17,1,0,0,0,101,36,180,1
18426,Pennsylvania,Lycoming,2018,170,158,12,0,0,0,0,80,36,170,0
18427,Pennsylvania,Mercer,2018,243,174,68,1,0,0,0,115,44,242,1
18428,Pennsylvania,Monroe,2018,180,149,29,2,0,0,0,108,41,178,2
18429,Pennsylvania,Montgomery,2018,170,134,33,3,0,0,0,112,40,167,3
18430,Pennsylvania,Northampton,2018,181,111,67,3,0,0,0,115,44,178,3
18431,Pennsylvania,Philadelphia,2018,212,121,87,4,0,0,0,136,47,208,4
18432,Pennsylvania,Somerset,2018,242,215,27,0,0,0,0,90,38,242,0
18433,Pennsylvania,Tioga,2018,178,152,26,0,0,0,0,97,40,178,0
18434,Pennsylvania,Warren,2018,181,179,1,1,0,0,0,146,9,180,1
18435,Pennsylvania,Washington,2018,181,113,67,1,0,0,0,105,46,180,1
18436,Pennsylvania,Westmoreland,2018,181,155,25,1,0,0,0,115,38,180,1
18437,Pennsylvania,York,2018,181,140,41,0,0,0,0,97,41,181,0
18811,Rhode Island,Kent,2018,87,86,1,0,0,0,0,61,27,87,0
18812,Rhode Island,Providence,2018,142,118,24,0,0,0,0,75,39,142,0
18813,Rhode Island,Washington,2018,89,86,3,0,0,0,0,61,30,89,0
18844,South Carolina,Aiken,2018,205,184,21,0,0,0,0,93,38,205,0
18845,South Carolina,Anderson,2018,234,231,3,0,0,0,0,51,34,234,0
18846,South Carolina,Berkeley,2018,217,208,9,0,0,0,0,67,31,217,0
18847,South Carolina,Charleston,2018,264,233,31,0,0,0,0,97,37,264,0
18848,South Carolina,Chesterfield,2018,254,213,40,1,0,0,0,104,38,253,1
18849,South Carolina,Colleton,2018,273,251,22,0,0,0,0,77,33,273,0
18850,South Carolina,Darlington,2018,216,207,9,0,0,0,0,87,38,216,0
18851,South Carolina,Edgefield,2018,263,234,29,0,0,0,0,90,36,263,0
18852,South Carolina,Florence,2018,267,238,29,0,0,0,0,73,30,267,0
18853,South Carolina,Georgetown,2018,240,240,0,0,0,0,0,44,16,240,0
18854,South Carolina,Greenville,2018,273,215,58,0,0,0,0,87,40,273,0
18855,South Carolina,Horry,2018,245,227,18,0,0,0,0,87,36,245,0
18856,South Carolina,Lexington,2018,273,225,48,0,0,0,0,92,33,273,0
18857,South Carolina,Oconee,2018,272,232,40,0,0,0,0,97,38,272,0
18858,South Carolina,Pickens,2018,235,211,24,0,0,0,0,87,39,235,0
18859,South Carolina,Richland,2018,274,228,45,1,0,0,0,101,40,273,1
18860,South Carolina,Spartanburg,2018,273,214,59,0,0,0,0,77,42,273,0
18861,South Carolina,York,2018,270,224,43,3,0,0,0,115,37,267,3
19057,South Dakota,Brookings,2018,181,147,33,1,0,0,0,101,40,180,1
19058,South Dakota,Brown,2018,59,55,3,0,0,0,1,429,24,58,1
19059,South Dakota,Codington,2018,181,157,24,0,0,0,0,70,35,181,0
19060,South Dakota,Custer,2018,181,157,24,0,0,0,0,88,43,181,0
19061,South Dakota,Hughes,2018,179,176,3,0,0,0,0,66,14,179,0
19062,South Dakota,Jackson,2018,181,163,18,0,0,0,0,77,44,181,0
19063,South Dakota,Meade,2018,180,180,0,0,0,0,0,43,31,180,0
19064,South Dakota,Minnehaha,2018,182,144,35,3,0,0,0,115,43,179,3
19065,South Dakota,Pennington,2018,181,143,37,1,0,0,0,109,31,180,1
19066,South Dakota,Union,2018,181,138,40,3,0,0,0,112,44,178,3
19159,Tennessee,Anderson,2018,181,150,31,0,0,0,0,90,38,181,0
19160,Tennessee,Blount,2018,244,196,47,1,0,0,0,108,44,243,1
19161,Tennessee,Claiborne,2018,236,216,20,0,0,0,0,87,38,236,0
19162,Tennessee,Davidson,2018,182,125,55,1,1,0,0,151,43,180,2
19163,Tennessee,DeKalb,2018,228,211,17,0,0,0,0,87,36,228,0
19164,Tennessee,Dyer,2018,177,165,12,0,0,0,0,60,30,177,0
19165,Tennessee,Hamilton,2018,302,215,86,1,0,0,0,101,44,301,1
19166,Tennessee,Jefferson,2018,122,90,32,0,0,0,0,100,44,122,0
19167,Tennessee,Knox,2018,304,250,53,1,0,0,0,112,39,303,1
19168,Tennessee,Lawrence,2018,176,164,12,0,0,0,0,60,28,176,0
19169,Tennessee,Loudon,2018,181,142,38,1,0,0,0,133,39,180,1
19170,Tennessee,Madison,2018,181,168,13,0,0,0,0,60,26,181,0
19171,Tennessee,Maury,2018,158,147,11,0,0,0,0,59,29,158,0
19172,Tennessee,McMinn,2018,172,151,21,0,0,0,0,67,29,172,0
19173,Tennessee,Montgomery,2018,181,161,20,0,0,0,0,59,29,181,0
19174,Tennessee,Putnam,2018,176,164,12,0,0,0,0,58,27,176,0
19175,Tennessee,Roane,2018,176,157,19,0,0,0,0,62,27,176,0
19176,Tennessee,Sevier,2018,243,190,49,4,0,0,0,115,44,239,4
19177,Tennessee,Shelby,2018,182,130,48,4,0,0,0,129,43,178,4
19178,Tennessee,Sullivan,2018,181,103,70,8,0,0,0,110,48,173,8
19179,Tennessee,Sumner,2018,165,125,38,2,0,0,0,133,41,163,2
19180,Tennessee,Williamson,2018,122,96,25,1,0,0,0,108,43,121,1
19181,Tennessee,Wilson,2018,116,84,30,2,0,0,0,119,43,114,2
19419,Texas,Bell,2018,212,172,37,3,0,0,0,136,39,209,3
19420,Texas,Bexar,2018,273,180,86,7,0,0,0,143,44,266,7
19421,Texas,Bowie,2018,219,173,45,1,0,0,0,104,36,218,1
19422,Texas,Brazoria,2018,181,152,28,1,0,0,0,122,33,180,1
19423,Texas,Brewster,2018,229,183,46,0,0,0,0,97,43,229,0
19424,Texas,Cameron,2018,243,136,107,0,0,0,0,99,48,243,0
19425,Texas,Collin,2018,178,144,27,7,0,0,0,136,41,171,7
19426,Texas,Culberson,2018,20,19,1,0,0,0,0,51,23,20,0
19427,Texas,Dallas,2018,182,117,58,7,0,0,0,150,46,175,7
19428,Texas,Denton,2018,181,140,34,7,0,0,0,133,43,174,7
19429,Texas,Ector,2018,239,204,35,0,0,0,0,91,31,239,0
19430,Texas,El Paso,2018,244,105,128,10,1,0,0,154,53,233,11
19431,Texas,Ellis,2018,181,139,39,3,0,0,0,108,41,178,3
19432,Texas,Fayette,2018,207,176,31,0,0,0,0,96,28,207,0
19433,Texas,Freestone,2018,196,192,4,0,0,0,0,86,0,196,0
19434,Texas,Galveston,2018,181,149,27,5,0,0,0,143,34,176,5
19435,Texas,Gregg,2018,242,204,38,0,0,0,0,97,37,242,0
19436,Texas,Harris,2018,274,121,136,13,4,0,0,187,52,257,17
19437,Texas,Harrison,2018,243,186,56,1,0,0,0,108,41,242,1
19438,Texas,Hidalgo,2018,241,128,110,3,0,0,0,115,48,238,3
19439,Texas,Hood,2018,179,151,28,0,0,0,0,93,37,179,0
19440,Texas,Howard,2018,241,199,34,7,1,0,0,200,10,233,8
19441,Texas,Hunt,2018,181,163,17,1,0,0,0,108,35,180,1
19442,Texas,Hutchinson,2018,240,132,39,61,8,0,0,168,43,171,69
19443,Texas,Jefferson,2018,182,92,82,8,0,0,0,122,50,174,8
19444,Texas,Johnson,2018,175,143,30,2,0,0,0,136,37,173,2
19445,Texas,Kaufman,2018,181,153,28,0,0,0,0,100,39,181,0
19446,Texas,Kleberg,2018,167,118,48,1,0,0,0,118,36,166,1
19447,Texas,Lubbock,2018,232,204,27,1,0,0,0,134,27,231,1
19448,Texas,Maverick,2018,228,178,50,0,0,0,0,100,33,228,0
19449,Texas,McLennan,2018,161,125,36,0,0,0,0,98,43,161,0
19450,Texas,Milam,2018,205,205,0,0,0,0,0,29,0,205,0
19451,Texas,Montgomery,2018,181,130,44,7,0,0,0,150,43,174,7
19452,Texas,Navarro,2018,181,130,48,3,0,0,0,123,42,178,3
19453,Texas,Nueces,2018,181,137,44,0,0,0,0,99,42,181,0
19454,Texas,Orange,2018,181,105,70,6,0,0,0,115,48,175,6
19455,Texas,Parker,2018,177,156,19,2,0,0,0,115,37,175,2
19456,Texas,Polk,2018,243,225,18,0,0,0,0,97,32,243,0
19457,Texas,Potter,2018,243,180,45,17,1,0,0,161,30,225,18
19458,Texas,Randall,2018,241,145,87,9,0,0,0,112,48,232,9
19459,Texas,Robertson,2018,182,182,0,0,0,0,0,21,0,182,0
19460,Texas,Rockwall,2018,172,151,16,5,0,0,0,136,34,167,5
19461,Texas,Rusk,2018,236,202,24,10,0,0,0,138,11,226,10
19462,Texas,Smith,2018,242,203,37,2,0,0,0,112,36,240,2
19463,Texas,Tarrant,2018,182,111,65,4,2,0,0,166,47,176,6
19464,Texas,Titus,2018,231,231,0,0,0,0,0,50,0,231,0
19465,Texas,Travis,2018,213,104,101,8,0,0,0,112,51,205,8
19466,Texas,Victoria,2018,106,104,2,0,0,0,0,80,27,106,0
19467,Texas,Webb,2018,192,124,66,2,0,0,0,107,44,190,2
19906,Utah,Box Elder,2018,304,182,113,8,1,0,0,151,47,295,9
19907,Utah,Cache,2018,304,191,107,6,0,0,0,133,47,298,6
19908,Utah,Carbon,2018,303,170,128,5,0,0,0,115,49,298,5
19909,Utah,Davis,2018,304,176,115,12,1,0,0,151,47,291,13
19910,Utah,Duchesne,2018,304,164,129,11,0,0,0,129,49,293,11
19911,Utah,Garfield,2018,304,199,103,2,0,0,0,122,46,302,2
19912,Utah,Iron,2018,305,200,105,0,0,0,0,90,45,305,0
19913,Utah,Salt Lake,2018,306,147,126,31,2,0,0,169,51,273,33
19914,Utah,San Juan,2018,224,126,98,0,0,0,0,100,49,224,0
19915,Utah,Tooele,2018,304,178,116,10,0,0,0,138,47,294,10
19916,Utah,Uintah,2018,304,167,135,2,0,0,0,136,50,302,2
19917,Utah,Utah,2018,306,170,107,22,7,0,0,162,49,277,29
19918,Utah,Washington,2018,304,168,135,1,0,0,0,108,48,303,1
19919,Utah,Wayne,2018,20,20,0,0,0,0,0,10,5,20,0
19920,Utah,Weber,2018,304,161,126,15,2,0,0,157,49,287,17
20060,Vermont,Bennington,2018,181,163,17,1,0,0,0,101,39,180,1
20061,Vermont,Chittenden,2018,182,155,27,0,0,0,0,89,42,182,0
20062,Vermont,Rutland,2018,182,147,35,0,0,0,0,90,40,182,0
20063,Vermont,Windham,2018,19,19,0,0,0,0,0,31,13,19,0
20102,Virginia,Albemarle,2018,171,146,25,0,0,0,0,93,40,171,0
20103,Virginia,Alexandria City,2018,57,57,0,0,0,0,0,11,6,57,0
20104,Virginia,Arlington,2018,211,179,31,1,0,0,0,101,38,210,1
20105,Virginia,Botetourt,2018,175,174,1,0,0,0,0,62,1,175,0
20106,Virginia,Bristol City,2018,85,78,7,0,0,0,0,67,27,85,0
20107,Virginia,Caroline,2018,120,100,20,0,0,0,0,84,42,120,0
20108,Virginia,Carroll,2018,49,49,0,0,0,0,0,22,9,49,0
20109,Virginia,Charles,2018,208,187,20,1,0,0,0,105,35,207,1
20110,Virginia,Chesterfield,2018,162,144,18,0,0,0,0,77,39,162,0
20111,Virginia,Covington City,2018,181,181,0,0,0,0,0,43,3,181,0
20112,Virginia,Fairfax,2018,276,226,49,1,0,0,0,101,39,275,1
20113,Virginia,Fauquier,2018,121,109,12,0,0,0,0,80,39,121,0
20114,Virginia,Frederick,2018,208,180,28,0,0,0,0,85,36,208,0
20115,Virginia,Giles,2018,270,222,45,3,0,0,0,139,40,267,3
20116,Virginia,Hampton City,2018,212,193,19,0,0,0,0,93,37,212,0
20117,Virginia,Hanover,2018,121,100,21,0,0,0,0,97,44,121,0
20118,Virginia,Henrico,2018,221,192,28,1,0,0,0,147,37,220,1
20119,Virginia,Hopewell City,2018,50,50,0,0,0,0,0,19,10,50,0
20120,Virginia,Loudoun,2018,210,180,30,0,0,0,0,93,37,210,0
20121,Virginia,Lynchburg City,2018,82,76,6,0,0,0,0,55,26,82,0
20122,Virginia,Madison,2018,233,202,31,0,0,0,0,90,41,233,0
20123,Virginia,Norfolk City,2018,215,211,4,0,0,0,0,60,19,215,0
20124,Virginia,Prince Edward,2018,240,221,19,0,0,0,0,93,35,240,0
20125,Virginia,Prince William,2018,161,138,23,0,0,0,0,100,38,161,0
20126,Virginia,Richmond City,2018,212,187,25,0,0,0,0,66,33,212,0
20127,Virginia,Roanoke,2018,212,182,30,0,0,0,0,87,39,212,0
20128,Virginia,Rockbridge,2018,117,106,11,0,0,0,0,90,38,117,0
20129,Virginia,Rockingham,2018,210,191,19,0,0,0,0,77,34,210,0
20130,Virginia,Salem City,2018,84,76,8,0,0,0,0,72,28,84,0
20131,Virginia,Stafford,2018,146,126,20,0,0,0,0,90,39,146,0
20132,Virginia,Suffolk City,2018,122,104,18,0,0,0,0,80,44,122,0
20133,Virginia,Virginia Beach City,2018,78,73,5,0,0,0,0,65,26,78,0
20134,Virginia,Winchester City,2018,49,49,0,0,0,0,0,20,10,49,0
20135,Virginia,Wythe,2018,114,86,28,0,0,0,0,84,44,114,0
20497,Washington,Adams,2018,167,161,6,0,0,0,0,64,11,167,0
20498,Washington,Asotin,2018,167,156,11,0,0,0,0,70,21,167,0
20499,Washington,Benton,2018,212,187,21,4,0,0,0,125,29,208,4
20500,Washington,Chelan,2018,211,195,16,0,0,0,0,83,21,211,0
20501,Washington,Clallam,2018,213,195,18,0,0,0,0,63,37,213,0
20502,Washington,Clark,2018,212,199,12,1,0,0,0,103,30,211,1
20503,Washington,Columbia,2018,128,124,4,0,0,0,0,62,13,128,0
20504,Washington,Cowlitz,2018,182,181,1,0,0,0,0,52,18,182,0
20505,Washington,Franklin,2018,180,172,8,0,0,0,0,71,15,180,0
20506,Washington,Garfield,2018,182,179,3,0,0,0,0,53,13,182,0
20507,Washington,Grant,2018,212,203,9,0,0,0,0,65,15,212,0
20508,Washington,Grays Harbor,2018,182,179,3,0,0,0,0,57,20,182,0
20509,Washington,Jefferson,2018,182,181,1,0,0,0,0,54,18,182,0
20510,Washington,King,2018,213,175,36,2,0,0,0,147,38,211,2
20511,Washington,Kitsap,2018,203,202,1,0,0,0,0,54,9,203,0
20512,Washington,Kittitas,2018,211,202,9,0,0,0,0,62,15,211,0
20513,Washington,Klickitat,2018,49,49,0,0,0,0,0,48,14,49,0
20514,Washington,Lewis,2018,182,180,2,0,0,0,0,60,19,182,0
20515,Washington,Mason,2018,182,177,5,0,0,0,0,58,18,182,0
20516,Washington,Okanogan,2018,209,167,41,1,0,0,0,125,25,208,1
20517,Washington,Pierce,2018,212,177,35,0,0,0,0,90,42,212,0
20518,Washington,Skagit,2018,212,208,2,2,0,0,0,125,31,210,2
20519,Washington,Snohomish,2018,212,191,21,0,0,0,0,83,21,212,0
20520,Washington,Spokane,2018,212,187,25,0,0,0,0,84,34,212,0
20521,Washington,Stevens,2018,206,167,39,0,0,0,0,97,26,206,0
20522,Washington,Thurston,2018,188,183,5,0,0,0,0,90,23,188,0
20523,Washington,Walla Walla,2018,212,205,7,0,0,0,0,62,14,212,0
20524,Washington,Whatcom,2018,212,148,54,10,0,0,0,113,39,202,10
20525,Washington,Whitman,2018,182,176,6,0,0,0,0,56,13,182,0
20526,Washington,Yakima,2018,212,179,33,0,0,0,0,85,28,212,0
20822,West Virginia,Berkeley,2018,141,122,19,0,0,0,0,97,42,141,0
20823,West Virginia,Brooke,2018,273,244,28,1,0,0,0,110,20,272,1
20824,West Virginia,Cabell,2018,141,114,27,0,0,0,0,100,40,141,0
20825,West Virginia,Gilmer,2018,238,224,14,0,0,0,0,90,32,238,0
20826,West Virginia,Greenbrier,2018,116,106,10,0,0,0,0,84,42,116,0
20827,West Virginia,Hancock,2018,273,237,35,1,0,0,0,105,36,272,1
20828,West Virginia,Harrison,2018,59,54,5,0,0,0,0,58,27,59,0
20829,West Virginia,Kanawha,2018,182,141,40,1,0,0,0,105,43,181,1
20830,West Virginia,Marion,2018,60,55,5,0,0,0,0,56,31,60,0
20831,West Virginia,Marshall,2018,273,209,64,0,0,0,0,93,33,273,0
20832,West Virginia,Mason,2018,235,226,7,2,0,0,0,124,3,233,2
20833,West Virginia,Mineral,2018,179,148,11,11,9,0,0,200,3,159,20
20834,West Virginia,Monongalia,2018,158,137,21,0,0,0,0,93,38,158,0
20835,West Virginia,Ohio,2018,234,195,38,1,0,0,0,105,40,233,1
20836,West Virginia,Tucker,2018,242,214,28,0,0,0,0,74,38,242,0
20837,West Virginia,Wood,2018,179,168,11,0,0,0,0,74,35,179,0
20989,Wisconsin,Ashland,2018,176,160,16,0,0,0,0,84,42,176,0
20990,Wisconsin,Brown,2018,181,152,28,1,0,0,0,105,43,180,1
20991,Wisconsin,Columbia,2018,139,114,24,1,0,0,0,122,42,138,1
20992,Wisconsin,Dane,2018,181,141,39,1,0,0,0,112,42,180,1
20993,Wisconsin,Dodge,2018,182,143,36,3,0,0,0,133,43,179,3
20994,Wisconsin,Door,2018,118,103,12,3,0,0,0,119,43,115,3
20995,Wisconsin,Eau Claire,2018,181,132,48,1,0,0,0,129,44,180,1
20996,Wisconsin,Fond du Lac,2018,139,116,22,1,0,0,0,101,42,138,1
20997,Wisconsin,Forest,2018,181,150,31,0,0,0,0,93,43,181,0
20998,Wisconsin,Grant,2018,174,157,17,0,0,0,0,66,30,174,0
20999,Wisconsin,Jefferson,2018,134,106,26,2,0,0,0,126,42,132,2
21000,Wisconsin,Kenosha,2018,181,142,30,7,2,0,0,166,43,172,9
21001,Wisconsin,Kewaunee,2018,131,110,18,3,0,0,0,126,44,128,3
21002,Wisconsin,La Crosse,2018,181,151,30,0,0,0,0,93,42,181,0
21003,Wisconsin,Manitowoc,2018,132,108,19,4,1,0,0,161,42,127,5
21004,Wisconsin,Marathon,2018,123,97,26,0,0,0,0,97,44,123,0
21005,Wisconsin,Milwaukee,2018,182,130,49,3,0,0,0,122,43,179,3
21006,Wisconsin,Oneida,2018,181,176,5,0,0,0,0,69,1,181,0
21007,Wisconsin,Outagamie,2018,181,135,41,5,0,0,0,123,44,176,5
21008,Wisconsin,Ozaukee,2018,179,149,26,4,0,0,0,140,41,175,4
21009,Wisconsin,Racine,2018,129,102,21,5,1,0,0,156,43,123,6
21010,Wisconsin,Rock,2018,133,111,21,1,0,0,0,133,41,132,1
21011,Wisconsin,Sauk,2018,181,146,34,1,0,0,0,122,43,180,1
21012,Wisconsin,Sheboygan,2018,134,105,22,6,1,0,0,169,44,127,7
21013,Wisconsin,Taylor,2018,241,212,29,0,0,0,0,93,41,241,0
21014,Wisconsin,Vilas,2018,181,159,22,0,0,0,0,100,42,181,0
21015,Wisconsin,Walworth,2018,130,100,28,2,0,0,0,126,42,128,2
21016,Wisconsin,Waukesha,2018,181,141,37,3,0,0,0,122,42,178,3
21319,Wyoming,Albany,2018,251,132,116,3,0,0,0,115,50,248,3
21320,Wyoming,Big Horn,2018,249,216,33,0,0,0,0,84,42,249,0
21321,Wyoming,Campbell,2018,273,215,56,1,1,0,0,167,42,271,2
21322,Wyoming,Carbon,2018,181,148,33,0,0,0,0,87,44,181,0
21323,Wyoming,Converse,2018,273,258,15,0,0,0,0,67,37,273,0
21324,Wyoming,Fremont,2018,212,157,55,0,0,0,0,91,46,212,0
21325,Wyoming,Johnson,2018,44,35,9,0,0,0,0,64,47,44,0
21326,Wyoming,Laramie,2018,212,182,30,0,0,0,0,93,43,212,0
21327,Wyoming,Lincoln,2018,273,262,11,0,0,0,0,82,17,273,0
21328,Wyoming,Natrona,2018,211,165,46,0,0,0,0,84,44,211,0
21329,Wyoming,Park,2018,92,87,5,0,0,0,0,85,15,92,0
21330,Wyoming,Platte,2018,30,28,2,0,0,0,0,55,12,30,0
21331,Wyoming,Sheridan,2018,273,176,95,2,0,0,0,108,47,271,2
21332,Wyoming,Sublette,2018,273,160,113,0,0,0,0,97,49,273,0
21333,Wyoming,Sweetwater,2018,273,189,78,5,1,0,0,163,44,267,6
21334,Wyoming,Teton,2018,253,183,69,1,0,0,0,106,46,252,1
21335,Wyoming,Uinta,2018,273,237,36,0,0,0,0,93,40,273,0
21336,Wyoming,Weston,2018,252,207,44,1,0,0,0,101,44,251,1